sentiment	text
negative	RT на русском ЕС ввёл санкции против Сбербанка, ВТБ, ВЭБа, Газпромбанка и Россельхозбанка http://t.co/RLIoU6xDe6
neutral	http://t.co/K98V6T96XP Взять кредит сбербанк в г барнауле
negative	Власти ЕС ввели новые санкции против российских государственных банков. В &amp;quot;черный список&amp;quot; попали Сбербанк, ВТБ, Газпромбанк, Росс
negative	СМИ: Сбербанк может попасть под санкции ЕС третьего уровня Российский Сбербанк может попасть под санкции ЕС третьего уровня. Как
neutral	Щас в сбербанк поеду хд
neutral	http://t.co/rn73qmmX4R Взять кредит в газпромбанке в почепе
neutral	"Боевики ограбили отделение ""Райффайзен Банк Аваль"" в Луганске"
neutral	31 июля 2014 года, Москва – В связи с внесением Сбербанка в список ЕС,  Сбербанк заявляет: Сбербанк России с сожалением воспринимает факт в
neutral	http://t.co/DoHvIz6FJv Взять кредитную карту в альфа банке онлайн
neutral	http://t.co/BVXqfbS8He Оформить кредитную карту райффайзенбанк
negative	Новым санкциям со стороны США подверглись ВТБ, Банк Москвы и Россельхозбанк http://t.co/mU9BumdJdn
negative	Новым санкциям со стороны США подверглись ВТБ, Банк Москвы и Россельхозбанк http://t.co/M4tjaHyfez
negative	Я.Новости | Hi-Tech: Новым санкциям со стороны США подверглись ВТБ, Банк Москвы и Россельхозбанк http://t.co/6YddijuavW
negative	Новым санкциям со стороны США подверглись ВТБ, Банк Москвы и Россельхозбанк
negative	ЕС ввел экономические санкции в отношении ОАО «Банк ВТБ», ОАО «Газпромбанк», ОАО «Сбербанк России», ОАО «Россельхозбанк»
neutral	http://t.co/6bo2nlukzG Оформить кредит райффайзенбанк
neutral	http://t.co/DdKIVmUezN Взять кредит в райфайзенбанкаваль
neutral	TGIF (@ Банк Москвы in город Москва, Москва) https://t.co/IfLzeRDRhn
negative	США ввели санкции против Россельхозбанка, ВТБ и Банка Москвы #железо #интернет
neutral	http://t.co/sz9DvjGEWP кемерово втб 24 продажа квартир
negative	Сбербанк, ВТБ, Газпромбанк, ВЭБ, Россельхозбанк попали под санкции ЕС: Евросоюз принял решение ввести секторальные… http://t.co/fFLVbLEFmp
neutral	RT @Mayasha_Alex: BBC Russian - Сбербанк отреагировал на санкции ЕС http://t.co/HHZzOJs59p
neutral	http://t.co/7RJz18okKF Взять кредит в втб 24 в самаре
neutral	http://t.co/jxpxPBBet3 Взять кредит в втб 24 в саратове
negative	США во вторник, 29 июля, ввели санкции против Россельхозбанка, ВТБ и подконтрольного ему Банка Москвы. Об этом сообщается на официальном са
negative	Под ограничения попали пять российских банков с государственным участием – ВТБ, ВЭБ, Сбербанк, Газпромбанк и Россельхозбанк.
negative	СМИ: в список санкций ЕС вошли банк ВТБ и Сбербанк России
neutral	http://t.co/Cm3gIxUMPi Как взять потребительский кредит в россельхозбанке
neutral	http://t.co/ZEq13U3eyl Как взять кредит в сбербанк рф
neutral	http://t.co/4v4a7pcipy Сбербанк взять кредит для физических лиц
neutral	http://t.co/qEJodQpXJS Де взять кредит в россельхозбанке
neutral	http://t.co/Yq99EOmveN Взять кредитку в альфа банке
negative	At http://t.co/WXfOyZeeWc -- Кредитные карты - корень зла #credit#card#mastercard#sberbank#stop#block#evil http://t.co/ApqbJ6XGAh
negative	ЕС ввел санкции против Сбербанка, БТВ и Россельхозбанка http://t.co/FvJL6O9Pt5
negative	ЕС ввел санкции против Сбербанка, БТВ и Россельхозбанка http://t.co/bf0OkmGwOR
negative	ЕС ввел санкции против Сбербанка, БТВ и Россельхозбанка http://t.co/s946rrXgaL
neutral	райффайзенбанк кредитная карта онлайн заявка http://t.co/wi6Q7niH5z
negative	ЕС ввел санкции против Сбербанка, БТВ и Россельхозбанка http://t.co/wpzOyoaxt9
positive	@JMakarceva Сбербанк онлайн. Настроил автопроверку и не парюсь
positive	Первый канал Visa и MasterCard продолжат работать с ВТБ, Россельхозбанком и Банком Москвы в обычном режиме  http://t.co/1rawBtQSH0.
positive	Заявление на ипотеку теперь можно подать в любом отделении Райффайзенбанка
neutral	http://t.co/BhUtycWlYH Взять кредит в втб 24 пермь
neutral	http://t.co/40HV7byT6t Взять кредит в втб 24 г мытищи
negative	Евросоюз ограничил доступ к рынкам капитала ЕС пяти российским государственным банкам: Сбербанку, ВТБ, Газпромбанку, Внешэкономбанку и Росс
neutral	RT @xlerMauzy: #Как Оформить Кредит В Сбер Банк Россиии http://t.co/NGMcJomALe
neutral	http://t.co/Y6owruPeZ8 Как взять кредит в банке втб 24 в костроме
negative	США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка http://t.co/cxAIY1kHsk
neutral	http://t.co/YCZmREqJvN россельхозбанк кредит калькулятор лпх
neutral	http://t.co/dnMs9RGFt6 Втб 24 как получить кредит в череповце
neutral	http://t.co/G5W0MGIKZH Сколько можно взять кредит в россельхозбанке
neutral	http://t.co/TZzPomk84P Как взять кредит в россельхозбанке в онеге
neutral	«Быстрое решение» для клиентов Россельхозбанка
neutral	http://t.co/v3y5lW0sVC Сбербанк взять кредит в русский стандарт
positive	На стабильную работу Россельхозбанка не повлияют санкции ЕС и США http://t.co/7iLr5MkUjB
neutral	@bm_twit о, спасибо. Просто я подходила и спрашивала, сказали, что ничего не надо.
negative	RT @vesti_news: Новый санкционный список: Сбербанк и другие http://t.co/a9C6sPY6T6
negative	Акции Сбербанк и ВТБ в начале дня падают на фоне санкций Евросоюза. Российские биржи открылись снижением. Индекс ММВБ на открытии торгов пя
positive	В отделении #Sberbank у метро Маяковская (на той же стороне) приятное обслуживание. Ну или мне везёт:) #spb
neutral	http://t.co/Qfp9IuSIWB Оформить кредитную карту альфа банка онлайн
positive	#ЧитаюВзаимно #ru_ff Санкции не отразятся на работе Сбербанка и ВТБ: Сбербанк и ВТБ негативно оценили реш...  #fyseo_ru #Взаимный
neutral	http://t.co/d9VP62tbFU Сбербанк взять кредит на машину
neutral	http://t.co/lfHrhrYRkD Оформить кредитную карту онлайн альфа банк 100 дней
neutral	http://t.co/3YuKnkApk9 Взять кредит в альфа банке 60
negative	США ввели санкции против ВТБ, Банка Москвы, ОСК и Россельхозбанка http://t.co/1NsXcVbyGx #tech #russia
neutral	#Известия: #ВТБ полностью закрыл кредит в 3,1 млрд долларов перед западными банками  https://t.co/tPl0rdhdmA #TeamFollowWacky
negative	США ввели санкции против ВТБ, Банка Москвы, ОСК и Россельхозбанка
negative	Я.Новости | Hi-Tech: США ввели санкции против ВТБ, Банка Москвы, ОСК и Россельхозбанка http://t.co/GOJhdTp8Dl
neutral	http://t.co/N6TMdGEI3o Как получить кредит в альфабанк
negative	RT @ivfmnerhiaokd: Сбербанк России - 170 лет на рынке очередей!
neutral	http://t.co/xxHHzGAQtE Сбербанк потребительский кредит получить
neutral	http://t.co/KeTxW4aBPD Как получить кредит в банке райффайзен
negative	Страны Евросоюза ограничили доступ к европейским рынкам капитала 5 государственным финансовым институтам РФ: Сбербанку, Газпромбанку, ВТБ,
negative	ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк  http://t.co/sSZxkuySr1
negative	Россельхозбанк, ВТБ, Банк Москвы и ОСК попали под санкции США #происшествия #ТвиАрмия
neutral	Внутридневной взгляд - Сбербанк http://t.co/wS586rROyL
neutral	Внутридневной взгляд - Сбербанк http://t.co/sfn2WrsoBR
neutral	"Банк Москвы рассматривает возможность присоединения своей ""дочки"" к украинскому банку ВТБ http://t.co/h3D096ofhz #ПЛАС @vtb"
negative	Россия подготовила ответные санкции против ....   В ночь на 30 июля США ввели санкции против ВТБ, Банка Москвы и Россельхозбанка. Российски
positive	@sberbank С картой Сбербанка владимирцы могут экономить на покупках http://t.co/r1y137zLnc #news #новости
neutral	@sberbank Сбербанк предлагает казанцам ипотеку на специальных условиях в ЖК «Радужный» http://t.co/TWfKxQcuhp #news #новости #ипотека
neutral	Начнем с того, что многие пользователи пластиковых карт ВТБ, Банка Москвы и Россельхозбанка (признаюсь, сам в их числе) изрядно
positive	Санкции ЕС и США никак не повлияют на работу банка, - Россельхозбанк http://t.co/AgxPWEqqtY
negative	RT @itass: Российские индексы теряют в пределах 1%, в лидерах снижения - ВТБ и Сбербанк http://t.co/VXfrEAzq8b
neutral	http://t.co/H2DJJBF8v5 Взять кредит наличными альфа банк
negative	Новые санкции США коснулись ВТБ, Банка Москвы и Россельхозбанка Другие транзакции с ВТБ, Банком Москвы и Россельхозбанком не
neutral	. Сбербанк сожалеет о введённых санкциях
neutral	@alfa_bank @MooseBullwinkle с учетом того, что google напрямую стал переводить бабки, вас за#бут этим вопросом
neutral	RT @ilya24714: Положить деньги на телефон с карточки сбербанк http://t.co/xkXj1iAEaN
negative	@EuroMaydan  Почему Сбербанк РФ не признан миром банком финансирующим террористов?? ФОТО:  https://t.co/GxRsVTkcf2
neutral	http://t.co/tACHqPXHZx Сбербанк взять кредит наличными
negative	@Dbnmjr  Почему Сбербанк РФ не признан миром банком финансирующим террористов?? ФОТО:  https://t.co/GxRsVTkcf2
neutral	RT @CP3Plan: райффайзен кредитная карта http://t.co/Pu680vSQvZ
neutral	http://t.co/1NI795mZ98 Оформить кредитную карту онлайн россельхозбанк
negative	"#followback Сбербанк и ВТБ попали под санкции ЕС: В ""черный список"" попали не только ВТБ, Россель...  #ВзаимныйФолловинг"
negative	"Сбербанк и ВТБ попали под санкции ЕС: В ""черный список"" попали не только ВТБ, Россельхозбанк, ВЭБ, но и подконтрольный ЦБ РФ Сбербанк..."
neutral	http://t.co/MhmBafR4lw Получить кредитную карту россельхозбанк
negative	ЕС ввел санкции против #Сбербанка, #БТВ и Россельхозбанка https://t.co/7sthkM2944 #Retweet
neutral	RT @colafabricio: банк сбер http://t.co/Qn5jtBspsv Мобильный
positive	Банк Москвы предлагает корпоративным клиентам новую услугу — «SMS-информирование по расчетному счету» http://t.co/51ZCeFXQj2
negative	RT @Oleg_Leusenko: Под санкции против крупнейших банков России попал и Сбербанк http://t.co/B2vkf2LwvU
neutral	Сегодня, 1&amp;nbsp;августа, стало известно, что две недели назад, 14&amp;nbsp;июля, банк ВТБ полностью погасил задолженность по синдицированному к
neutral	Член наблюдательного совета ОАО «Россельхозбанк» Мухадин Эскиндаров, слова которого приводятся в официальном сообщении банка, заявил, что
neutral	http://t.co/2ZuxM28dle Как взять кредит за 1 день в альфа банке
neutral	http://t.co/L1QBJCCOIN Как взять кредит в россельхозбанке во владикавказе
neutral	http://t.co/lvE9Wvdact Взять кредит малый бизнес россельхозбанк
neutral	http://t.co/GZgrwJ1DD0 Взять кредит в втб 24 сургут
neutral	образец анкета при приеме на работу в сбербанк http://t.co/dlFVbACjLE #на #образец
neutral	"Курс доллара в банках Челябинска  http://t.co/c2XwoNs2rK /  / ОАО ""Россельхозбанк"" 35.44 35.89 / ОАО Банк.. http://t.co/LSKLpuhXSU"
neutral	http://t.co/AY3hG7soyA Альфа банк как взять кредит на карточке
neutral	RT @sberbank: Умение ждать – важная часть успеха. Истории нетерпеливых управленцев от «Деловой среды» http://t.co/iyixNz7UGU
neutral	подтверждение остатка средств на счете сбербанк образец http://t.co/lWt8872AXW #на #средств
neutral	@skb_bank СКБ-банк и Сбербанк стали банками-агентами по выплате возмещения вкладчикам ОАО «Юникорбанк» http://t.co/YvUK6qMtIJ #news #новости
negative	Анекдот из жизни.Пришлось звонить в газпром банк и сообщать им,что у 24.ру поменялись реквизиты.а они не знали
neutral	http://t.co/JsxfrjDHP6 Взять кредит сбербанк санкт петербург
neutral	http://t.co/jkP3yFsedt Сбербанк россии как получить кредит на развитие
negative	Совет ЕС призвал третьи страны принять санкции против РФ: 31 июля Евросоюз ввёл ограничения против Сбербанка, ВТБ, Газпромбанка,...
neutral	http://t.co/SfEURPwQLJ Уралсиб банк оформить кредитную карту онлайн
positive	RT @kurilka_banka: ЦБ поддержит @vtb и @sberbank, попавшие под санкции. Мы закроем все остальные банки!!!
negative	Я.Новости | Финансы: Сбербанк и ВТБ пополнили санкционный список Евросоюза http://t.co/4URd9JbueE
positive	#Что слону дробина: #Сбербанк не пугают секторальные санкции ЕС   #фолловинг
neutral	http://t.co/H76DM5AM0m Взять кредит в втб 24 белгороде
neutral	http://t.co/mHwec1jMxq кредиты наличными россельхозбанк
neutral	http://t.co/cJ61PHbU4v Взять кредит в банке газпромбанк
neutral	http://t.co/p35l1PRXpy Есть кредит в альфа банке хочу взять второй
neutral	http://t.co/ds9RCGRLJx сбербанк онлайн оплатить штраф гибдд
positive	Банк Москвы: Банк Москвы предлагает корпоративным клиентам новую услугу — «SMS-информирование по расчетному счету» http://t.co/eHyuqMAlro
neutral	В связи с внесением Сбербанка в список ЕС, Сбербанк заявляет http://t.co/zsY3wvwnng
neutral	http://t.co/5mFlQlMmm3 Взять кредит в альфа банке не погасив предыдущий
neutral	http://t.co/cK4pstOEsM Сбербанк взять кредит и его проценты
neutral	http://t.co/8WYcEdgw9w Газпромбанк взять кредит тула
neutral	http://t.co/BdZcdIADMF Как взять кредит в газпромбанке в липецке
neutral	образец заявления в сбербанк о спорной операции с наличными http://t.co/7QHfErS18a #операции #о
negative	Сбербанк и Газпромбанк подпали под секторальные санкции ЕС наряду с ВТБ, ВЭБом, РСХБ.31 июля. FINMARKET.RU - ЕС включил в список организаци
neutral	Курс гривны в Москве  http://t.co/yViWLGfZ7i /  / МОСКОМПРИВАТБАНК              3.6000  4.1000 / СБЕРБАНК РОССИИ   .. http://t.co/68TNbCJYAu
neutral	http://t.co/BojY5oBZFS Оформить кредитную карту сбербанк в люберцах
neutral	http://t.co/90lglqy0Tx Как взять кредит через альфа банк
neutral	http://t.co/LxKJIINhuI Сбербанк взять кредит пенсионерам
neutral	http://t.co/Rrdk0jlAE2 Оформить кредитную карту втб 24 в волгограде
positive	Санкции ЕС не нарушили финансовую устойчивость Газпромбанка &amp;quot;Введенные Европейским союзом в отношении ряда российских
neutral	http://t.co/ASYwfVMWaJ Как взять кредит в альфа банке в туле
neutral	http://t.co/8ztuE6POu0 Сбербанк оформить кредит наличными
neutral	Курс доллара в банках Чебоксар http://t.co/cOeUiUc8ZO /  / Банк Москвы 35,30  36,10  / Московский Областной Банк 35.. http://t.co/KDUqFv6TID
negative	ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и Россельхозбанк.ЕС распространил санкции на Сбербанк, ВТБ, ВЭБ, Газпромбанк и
negative	1 августа. FINMARKET.RU - ЕС с 1 августа вводит секторальные санкции в отношении Сбербанка, ВЭБа, ВТБ, Россельхозбанка и Газпромбанка.
negative	#Новости: Новый санкционный список: Сбербанк и другие http://t.co/JnIA65Hwie
neutral	Россельхозбанк направил на реализацию Госпрограмм развития АПК 2,5 трлн рублей.  Объем кредитов, выданных Россельхозбанком в рамках реализа
negative	#Санкции #Евросоюза затронули #Сбербанк, #Газпромбанк, #ВТБ, #Россельхозбанк и #ВЭБ (53)   #follow
neutral	Россельхозбанк провел в Краснодаре «Открытый диалог» с предпринимателями
positive	Конечно уровень обслуживания в альфа банке или в ВТБ, очень радует!
negative	@PresnetsovaKate @max_katz  Заголовок --  московская гопница отжала у прохожего деньги  для Каца. Сбербанк содействовал :)
positive	RT @kondrashov_t: Сбербанк дарит слабовидящим детям специальные рельефные книги
neutral	Новости банков: Сбербанк в Нижегородской области в 1,5 раза увеличил оборот по брокерским счетам  #банки #кредиты
positive	Новости банков: Рейтинги российского Открытого акционерного общества «БАНК УРАЛСИБ» подтверждены на уровн...  #банки #кредиты
negative	1,5 года назад пыталась сделать карту со своим дизайном от @sberbank на сайте,так и не перезвонили,в отделении толком ничо не смогли сказать
neutral	Кредитование фермерского хозяйства в россельхозбанке http://t.co/Fg0GGKFFlX
neutral	Кредит наличными без справок и поручителей сбербанк http://t.co/c2qz9kPnHZ
neutral	Начальник отдела кредитования россельхозбанк новосибирск http://t.co/2xoSdAhAd2
neutral	Банк уралсиб потребительский кредит вологда http://t.co/HJKxpwY3aH
neutral	Кредитные карты газпромбанка заказ он лайн http://t.co/1Az9vBV5Oz
neutral	Ставки по авто кредитам сбербанк http://t.co/iXUvXxJTMw
neutral	Сотовые телефоны в кредит альфа банк http://t.co/Bu1IHYB35M
neutral	Оставить заявку на кредит в сбербанк http://t.co/OMjDOmU6ld
neutral	Замена зарплатной кредитки фамилии банк москвы http://t.co/nQ1PGgHVXZ
neutral	Формула подсчета кредита сбербанк http://t.co/76WTS1865a
neutral	Банк москвы официальный сайт кредитный калькулятор http://t.co/PFlCrzzhxh
neutral	Автокредит в альфа банк тюмени http://t.co/Ai1ka9Lty7
neutral	Какие документы надо для жилищного кредита сбербанк http://t.co/HPwVofY1KU
neutral	Кредитная карта банк уралсиб заказать онлайн http://t.co/SYeYEHYt7V
positive	Банк Москвы не увидел угрозы для своего бизнеса от введенных санкций
neutral	Санкции возмутили Сбербанк http://t.co/JlIiWimXxf с помощью @gazetaru
negative	посмеялся @pdidenko над смертью человека, критику не вынес и заблокировал меня. официальная позиция @alfa_bank неподвластна критике...(((
neutral	Ипотечный кредит в втб 24 на покупку жилья http://t.co/f8BG8Us0TY
neutral	Санкции возмутили Сбербанк http://t.co/TZJ9yPloa1
negative	@nphrt @Raiffeisen_Ru сегодня день лиха, что ли?
positive	Платежная система Visa отказалась блокировать карты ВТБ, Банка Москвы и Россельхозбанка.Об этом сообщили представители российского представ
negative	Евросоюз наказал за Украину Сбербанк и еще 4 банка из РФ.Евросоюз ограничил доступ к европейским рынкам капитала пяти российским банкам с г
neutral	Мы сейчас в приюте. Да,это сбербанк России.Мне сегодня дали эти реквизиты...Может через терминал получится..
neutral	Банкоматы втб 24 екатеринбург http://t.co/17kHQ6QW4C
neutral	Банк втб 24 отзывы по ипотечному кредиту http://t.co/rEtW1x8YAX
negative	"RT @njuncdiamow: В черный список вошли ""Сбербанк"", ВТБ, ""Газромбанк"", ""Внешэкономбанк"", ""Россельхозбанк"". Ограничительные меры имеют срок д…"
neutral	http://t.co/ygIsCS6ug3 сбербанк россии кредиты калькулятор
neutral	Да это Сбербанк и еду я за 500 км - разберёмся. Тут вопрос принципа.
neutral	Перечень документов на ипотечный кредит сбербанк рф http://t.co/jaC9pu35Ni
neutral	Кредит сбер банк новороссийск http://t.co/uvLR44m7c2
neutral	Банк москвы взять кредит http://t.co/buNcvxsgV8
neutral	Да там какая-то неопределенность была с доступом. Сбербанк и еще какой-то софт ругались, что мол рут-доступ, но у меня его не было.
neutral	Платить ли досрочно кредит газпромбанку http://t.co/Ljcw07bHXN
neutral	http://t.co/AemPysYJwb со скольки лет дают кредит в альфа банке
neutral	Августовские санкции к российским госбанкам не должны отразиться на их клиентах. Хотя Сбербанк с сожалением воспринимает факт введения санк
neutral	Автокредит у зао райффайзенбанк http://t.co/ur6sztnQt4
positive	Удачно сходили на экскурсию в Россельхозбанк
negative	Под новые санкции ЕС попадают Сбербанк ВТБ Газпромбанк Внешэкономбанк Россельхозбанк
neutral	Как погасить кредит через терминал втб 24 http://t.co/9expMDCG0O
neutral	Авто в кредит россельхозбанк http://t.co/XDFbI8o1jM
neutral	Как взять кредит на авто в спб сбербанк http://t.co/CdD8azWTqu
neutral	Заявление анкета на получение кредитного продукта сбербанк заполнить http://t.co/Qv0n4IL4nY
neutral	Взять кредит в ао сбербанк в павлодаре http://t.co/XsFPI4dxqt
neutral	Шляхи вдосконалення кредитнои дояльносто пат райффайзен банк аваль http://t.co/0soHP29LxK
neutral	Кредитные карты сбербанк новости http://t.co/nHzgmeaL1j
neutral	Кредит в россельхозбанке 2014 http://t.co/TDXS0tGX01
neutral	Потребительский кредит банк москвы ростов на дону http://t.co/ZESA8yt9Lw
neutral	Кредит на квартиру от сбер банк http://t.co/bwa97hudpB
neutral	Взять кредит онлайн быстро сбербанк http://t.co/vAtCptiAy8
neutral	Кредит в втб 24 на 300 тыс http://t.co/cpj2uyxLga
neutral	http://t.co/LTjgfmwpXF Сбербанк выступил генеральным партнером хакатона мобильных финансовых&amp;#8230;
neutral	Потребительские кредиты втб 24 в г туле http://t.co/HDhXJ3QoR8
neutral	Условия кредита в альфа банке http://t.co/MfgUxsh9TR
neutral	Банк уралсиб саратов кредит калькулятор http://t.co/Ngu3bZA6Gi
neutral	Кредит на покупку земельного участка в россельхозбанке http://t.co/hzhxXEzs3K
neutral	Получение автокредита сбербанк краснодар http://t.co/t4LWFyoe8e
neutral	Как оформить кредит под залог автомобиля сбербанк http://t.co/gdultHIJzY
neutral	Как перекредитоваться в альфа банке http://t.co/u3wLBdNg0A
neutral	Поручительство по кредитам оао россельхозбанк http://t.co/PPkwhxkPSD
neutral	Кредит под залог недвижимости в альфа банке http://t.co/Ys2QaeEY4j
neutral	Центр ипотечного кредитования сбербанк преображенская http://t.co/BwHIIE3qTN
neutral	ВТБ, «Банк Москвы», «Рос... http://t.co/CPx8W0EszH
positive	RT @ligrtspywn: ЦБ РФ поддержит попавшие под санкции ВТБ, РСХБ и Банк Москвы
negative	ВТБ, «Банк Москвы», «Россельхозбанк» попали под санкции США
neutral	http://t.co/K1hn02L3DE сбербанк кредит на неотложные нужды
negative	Я.Новости | Финансы: Сбербанк и ВТБ попали под санкции ЕС http://t.co/telEdNZvgN
neutral	руководство россельхозбанка в новосибирске http://t.co/SvAQivUBLk #россельхозбанка
neutral	Способы погашения кредита райффайзенбанк http://t.co/OoVSUBl8SD
neutral	http://t.co/LLBfsM9DlD втб 24 кредит юридическим лицам
neutral	RT @oswaltetvalmeda: http://t.co/sK8tjVXZHC Сбербанк аккредитовал первую очередь ЖК Skandi Klubb
neutral	Райффайзенбанк кредитование бизнеса документы http://t.co/Q110mIn4iF
neutral	http://t.co/tX21oDgS5A втб 24 рефинансирование кредитов других банков калькулятор
neutral	Согласие на кредит в втб 24 форма документа http://t.co/alzOk9MqWb
neutral	Расчитать кредитный платеж втб 24 http://t.co/z7PIFZkMNX
negative	RT @Svetlanaa001: #Сбербанк финансирует карательную операцию Киева? #пятаяколонна #националпредатели #Война http://t.co/ZGndmo7M2r
neutral	Как узнать долг по кредиту в альфа банке http://t.co/ODxbj14Yok
neutral	Тихоокеанский внешторгбанк оформить кредитную карту http://t.co/0avQvgWhBp
neutral	Открыть кредитную карту втб 24 http://t.co/oL6C8MRupR
neutral	Кредит втб 24 схема расчета кредита авто экспрес http://t.co/rQIXi9eq0A
negative	RT @worldnewsday: Я.Новости | Экономика: США ввели санкции против ВТБ, Россельхозбанка и Банка Москвы http://t.co/1p4Ek9WmYm
neutral	В настоящее время на территории соседней страны работают филиалы и дочерние структуры таких компаний, как Сбербанк РФ, ВТБ и «ЛУКОЙЛ».
neutral	http://t.co/MoZCubCikq калькулятор расчета кредита россельхозбанк
neutral	http://t.co/DsaXUP1m4p втб 24 потребительский кредит под залог недвижимости
neutral	банк москвы кредитная карта по почте http://t.co/aORiGTZxbB
neutral	Оцнка кредитного ризику райффайзен аваль http://t.co/B9SYKwpdy0
neutral	Мой кредит в альфа банке http://t.co/vg4fLyHBmD
neutral	Поднимет ли ставки сбербанк по выданным ранее кредитам http://t.co/GKJSttosTI
neutral	#RT сбербанк россии туры в кредит
neutral	Прокопьевск взял кредит в 100 миллионов / Сбербанк предоставил Прокопьевску 100 000 000 рублей на покрытие дефицит.. http://t.co/sU1Sko2bUB
neutral	Перекредитование кредита втб 24 http://t.co/fi1moFNFdR
neutral	RT @VladPyatov: оформить кредитную карту в райффайзен банке http://t.co/7wom4aCqIJ
positive	Visa и MasterCard не будут блокировать карты ВТБ, Банка Москвы и Россельхозбанка
neutral	Месяц продаж ипотечных кредитов от Алтайского филиала Россельхозбанка
neutral	Получить кредитную карту втб 24 http://t.co/8uFbvSzyrp
neutral	Россельхозбанк в дагестане авто кредит http://t.co/csqklAAPjM
neutral	Автокредит втб 24 чебоксары http://t.co/sFvQaYMdF5
neutral	образец квитанции на оплату енвд 2014 через сбербанк брянск http://t.co/WxuzfmaWdb #через
neutral	Банк москвы липецк кредиты http://t.co/I4B7rXZMsC
neutral	Кредит в уралсиб банке официальный сайт http://t.co/nXYrFnRLvF
neutral	Банк втб 24 потребительский кредит для зарплатных клиентов http://t.co/A3RRnQOvn6
negative	Сбербанк и Газпромбанк подпали под секторальные санкции ЕС наряду с ВТБ, ВЭБом, РСХБ
neutral	http://t.co/adgCoZMeqA сбербанк воронеж кредит
neutral	Оао альфа банк г москва кредитный отдел http://t.co/rIvBp3Mz3K
neutral	http://t.co/vgMzk3DnUa онлайн заявка на кредит наличными в уралсиб банк
negative	В санкционный список попали Сбербанк, ВТБ, Газпромбанк, ВЭБ и РСХБ Пять российских банков попали в санкционный список Евросоюза,
neutral	Сделать онлайн заявку на кредит альфа банк якутск http://t.co/omJEZpBi2p
neutral	Уралсиб банк кредитная карта магнитогор http://t.co/QawIP8Q39a
neutral	Банки москвы кредиты райфайзен банк http://t.co/FxT9fZDCJZ
neutral	Процентные ставки по кредитам в россельхозбанке в 2014 http://t.co/VZ65V4ZTw6
neutral	Альфа-Клик платежная система Альфа-Банка: особенности и преимущества http://t.co/itKDyrpAK4
negative	Я не дружно, я первый раз. Сбер поменял секретные слова на моих двух картах.
negative	В санкционный список ЕС вошли Сбербанк и ВТБ
neutral	ДРУЗЬЯ!!!! ВНИМАНИЕ!!! У НАС ЧП!!! завтра репетиция для альфа банка будет с..
neutral	А каким образом Сбербанк подчиняется управе?
negative	#сбербанк #БанкМосквы наконецто два говнобанка под санкциями! Жаль что без блокировок карт обошлось(
neutral	Банк москвы пермь кредит быстро http://t.co/V3A97xheCc
neutral	Кредиты в чите россельхозбанк http://t.co/YllXenisEr
neutral	Ford в кредит втб 24 http://t.co/nkdBcRceLW
neutral	RT @fozuvohohyho: http://t.co/SzbC78G835 «Банк Москвы» перестал быть генеральным спонсором «Амкара»
negative	Я.Новости | Блоги: Сбербанк попадет под третий раунд санкций Евросоюза http://t.co/W6ufKNjcRB
neutral	Кредитный калькулятор альфа банка автокредит http://t.co/txsPiuYmNO
neutral	Анкета альфа банка на открытие кредитной карточки http://t.co/wOKdSYBJAB
neutral	Кредит доверительный сбербанк рыбинск http://t.co/kQvdgiTrSN
negative	Всё о Кредитах Сбербанк попал под санкции, что делать с вкладами? Мнение спецов. http://t.co/TZsdCsIoXN
neutral	Кредиты наличными в райфайзен банке аваль http://t.co/dEIVgZoSL1
negative	http://t.co/IWna6QX1Gp Сбербанк попадет под третий раунд санкций Евросоюза
positive	Снижение процентных ставок по кредитам сбербанк http://t.co/G0gYoR4KKT
neutral	Вязники сбербанк кредитный отдел http://t.co/JW3ZM7urWZ
positive	Санкции ЕС не нарушат финансовую устойчивость Газпромбанка
neutral	Рогамма расчета кредита в втб 24 http://t.co/EXA8Xh8rpK
neutral	Банк втб 24 г пенза отзывы о кредите http://t.co/E9BMs5ho9A
neutral	Расчет получения кредита сбербанк в волгограде http://t.co/ZI4pAZrSeO
neutral	Кредит наличными в томске сбербанк http://t.co/91S1gEXMuJ
negative	но Сбер нам должен, у меня еще у сотрудницы на той карте что-то около 30 тысяч, да моих 200 (тысяч, естественно)
neutral	Дали ли мне кредит сбербанк http://t.co/l9ddsTJmB6
neutral	Ипотечное кредитование сбербанк в россиии в астане http://t.co/VCoI2610uh
neutral	РоссельхозБанк: вклады для пенсионеров http://t.co/AkwjvODRqs
neutral	Кредиты для ооо в россельхозбанке http://t.co/mVoon6iNvi
neutral	В банковском секторе полный моноплизм - Сбер держит больше половины рынка кредитования
neutral	Кредитный калькулятор россельхозбанка ростов http://t.co/fkElcuz1r0
neutral	Ну, наконец-то Связной банк догадался давать возможность придумывать свой логин. Тиньков и даже Сбербанк догадались до это гораздо раньше.
neutral	Россельхозбанк поддержит Госпрограммы развития АПК на 2,5 трлн рублей.Это объём кредитов, выданных Россельхозбанком на 1 июля в рамках реал
neutral	Кредит на квартиру в спб сбербанк россии http://t.co/5OfK7qDmsd
