sentiment	text
negative	«МегаФон» не имеет права передавать персональные данные своих абонентов дочерней компании «МегаФон-Ритейл», подтвердил Девятый арбитражный
neutral	@AllaHanninen Сейчас положу деньги на модем МТС через карту и уезжаю, уже больше ждать не могу, иначе опять ничего не успею.
neutral	Настройка mts mms android http://t.co/8YSPZmLCIG
positive	Индексы РФ продолжили повышение в начале торгов, акции Мегафона лучше рынка: К 10.11 МСК индекс ММВБ ... http://t.co/pFSHtW13Bj #novosti
neutral	@sponsorperm @Rostelecom_Ural Добрый день.Первое сообщение потерялось. Опишите суть проблемы.
neutral	Как подключить безлимитку на теле2 https://t.co/yiILyTkKJR
negative	кажется @Beeline_RUS в москве опять сдох. пол часа непрозвон, а если прозвон то собеседники не слышат друг друга. район м. октябрьская.
negative	МТС и «Билайн» повысят тарифы для гастарбайтеров http://t.co/hWQ4Pnjd5A
neutral	@megafonru пермский край
negative	«Связной» и МТС больше не продают ноутбуки
neutral	"Компания ""Мобильные ТелеСистемы"" (МТС) сообщила о росте популярности мобильных гаджетов с поддержкой технологии 4G-LTE в Сибири. По итогам"
negative	@zlaya_dura у МТС в последние месяцы тоже говно какое-то происходит. Ну, про Иблай я вообще молчу.
neutral	@mmineev @megafonuralhelp, обратите внимание, пожалуйста.
positive	Чистая прибыль МегаФона выросла во II квартале 2014г на 2,2% - до 13,886 млрд руб.
negative	"RT @pravo_ru: Абонент ""МегаФона"" наказал оператора за нарушение тайны связи http://t.co/UbDWWHFQUw"
positive	"""Ростелеком"" ввел в коммерческую эксплуатацию услугу ""Защищенный доступ в интернет из виртуальной частной сети"""
negative	@Beeline_RUS еще вопрос по номеру 06475 не могу посмотреть статистику,говорится что недоступно.По данной проблеме тоже надо писать на адрес?
negative	Роскомнадзором ОАО «Мегафон» изобличено в незаконной эксплуатации четырех радиорелейных станций
neutral	Тариф «Все для бизнеса Серебро», Билайн (Иркутская область) http://t.co/7S4wvlmBsh
negative	"http://t.co/p0oDZ1oxm3 Абоненты компании ""Вымпелком"" (торговая марка ""Билайн"") в понедельник, 28 июля, столкнулись с перебоями в раб"
positive	@ru_mts а сегодня лте весь день с 8 утра стабилен на вавилова 24, может дело все де не в здании?
positive	Beeline усиливает клиентскую поддержку, расширяя call-центр. Крупнейший оператор связи Beeline (ООО Unitel и СП Buzton) сообщает об увеличе
neutral	@Beeline_RUS Здравствуйте, уезжаю на практически месяц в Египет, посоветуйте, пожалуйста, что-нибудь для интернета, текущий тариф Всё за 300
neutral	@fp777 @megafonru Укажите, пожалуйста, Ваш номер телефона и ФИО владельца.
neutral	"RT @1prime_ru: ""Мегафон"" перевел почти половину оборотного капитала в гонконгские доллары из долларов США:  http://t.co/9H7yWPFzDi"
neutral	Компания Tele2 запустила новый корпоративный сайт ? tele2.ru
neutral	"СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/KJTvby0NMy"
neutral	@_Lady_Smile_, Вы можете контролировать израсходованный трафик перейдя по ссылке: http://t.co/L3vj79Ak2Z. ^РА #МТС
neutral	"СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США"
neutral	"Новость! -  СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США"
positive	Два повода подключить скоростной Интернет от «Ростелекома» летом: специальные цены + интересные подарки
neutral	"""Мегафон"" перевел почти половину оборотного капитала в гонконгские доллары из долларов США - чтобы обезопасить себя: http://t.co/1Dsclc1NM2"
neutral	Tele2 и «Ростелеком» создают совместное предприятие
neutral	@arseny_pe Арсений, добрый день! Отправьте, пож-ста, Ваш номер на pomogite@beeline.ru - мы проверим работу базовой станции. #билайн
neutral	Tele2 дарит пиццы предпринимателям Вологды
neutral	Мтс как отключить запрет контента https://t.co/O9hk0AzsaQ
positive	ДАЮ: +100500 к карме, шоколадку) / ПОЛУЧАЮ: USB модем билайн (на фото пример) / МЕСТО: Желательно центр) / СВЯЗЬ:  http://t.co/FhjJHAJz2c
neutral	Настройка интернета через телефон билайн http://t.co/OVhDhkVUDz
positive	На сегодняшний день услуги сети четвертого поколения &amp;quot;МегаФона&amp;quot; доступны более чем в 60 регионах страны, а максимальная скорость
neutral	"RT @itass: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США, сообщают финансовые СМИ http://t.co/xmntxXOPlu"
neutral	оказывается, что мтс расшифровывается как- мобильные телесистемы лил
neutral	"RT @sovprezidenta: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США, сообщают финансовые СМИ http://t.co/nNX…"
neutral	"RT @tohub: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/DnRSsHYnob"
negative	ЕБАААТЬ. Мне позвонили из офиса билайна и загрузились меня жтим тупым интернетом спать не дают, сволочи.
positive	RT @mobilreview: В Билайн хотят добиться меньшего числа спама. Одна спам смска в два месяца. Обещают с октября достигнуть. Год назад 12 смс…
negative	сукападла, ты чо мтс, совсем уже D:
neutral	мтс кемерово http://t.co/tp7hdgoG78
neutral	свой 1784 твит я посвещаю мтсе
positive	RT @RussEdinaya: По ДНР заработали мобильная связь и мобильный интернет от МТС. С вчерашнего утра не работали в Донецке и во многих районах…
negative	"http://t.co/WHhzyodaBd Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
positive	«Ростелеком» предлагает подключить телефон по выгодной цене.«Ростелеком» продлевает срок действия акции для жителей столицы Бурятии. С 1 ию
negative	Блять я даже не знаю какой интернет хуже, билайн либо мтс, два
neutral	Fly v 70 инструкцияподклбчение gprs мегафон http://t.co/qh4MblRNIj #v
neutral	@MultiMooncat -&gt; Компании или с карт ЕКО (их можно там же или у дилеров купить). #билайн
neutral	В Омске откроется мобильная библиотека МТС http://t.co/2yJTAy0GBl #Яппи #Yuppie
neutral	Народ, у кого мтс? Какой у вас тариф?
neutral	"Компания МТС сообщила о запуске в Омске проекта ""Мобильная библиотека"". Виртуальные шкафы с книгами разместятся на площадке книжного фестив"
neutral	В Омске откроется мобильная библиотека МТС http://t.co/6bdCk3BnQU
negative	"Новый тариф ""ЧМО"" от МТС: платишь столько, сколько тебе скажут!!!"
neutral	Компания «МегаФон» поздравила тюменцев с Днем города, представив интерактивный парк спорта и инноваций «МегаZone». В рамках праздника среди
neutral	@PushStartCook, если ситуация повторится пришлите, пожалуйста, на blogs@mts.ru, указав следующие данные: http://t.co/ETLqGM3mUP. ^РА #МТС
neutral	В Омске откроется мобильная библиотека МТС
negative	RT @lunyvemuhij: http://t.co/1HbYNeXutt Старые тарифы «Мегафона» подорожали на 20 процентов
neutral	@toriashleyyy_, рекомендуем заказать детализацию через личный кабинет: https://t.co/ZcfzdMCwFy  и проверить корректность начислений.^РА #МТС
positive	«Ростелеком» ввел в коммерческую эксплуатацию услугу «Защищенный доступ в интернет из визуальной частной сети».&amp;laquo;Ростелеком&amp;raquo; вве
neutral	@abbsol @Beeline_RUS это плохо или хорошо?
negative	@ru_mts Разговоров очень мало.Входящие в основном.Должно 33 руб в сутки и 10 мин бесплатно.Как я понимаю.По факту около 800 руб.
negative	RT @bzfrmt_amur: Хабаровские бизнесмены пожаловались в ФАС на Интернет Ростелекома  http://t.co/DHEaqNb9Bc http://t.co/avvLvnvgwT
positive	По итогам второго квартала 2014 года выручка «МегаФона» выросла на 6,1%, до 76,666 млрд руб. Компания подтвердила ранее обнародованный прог
neutral	"RT @erikdavidych: СМИ: ""Мегафон"" перевел 40% оборотного капитала в гонконгские доллары из долларов США"
negative	@Beeline_RUS Хотя бы потому, что сотрудник мне говорил, что модем не предназначен для игр(хотя в это же время шла реклама ...
negative	"@MultiMooncat Да, ""закон подлости"" проявляется обычно в самый ""нужный"" момент :) #билайн"
positive	#новости Абоненты «МегаФона» могут настроить SMS-фильтр для блокировки нежелательных сообщений http://t.co/uEKfe2BcDs #runews
neutral	RT @ayashumova: Перебросить деньги с телефона на телефон теле2 http://t.co/NtHUssekks
neutral	В Омске откроется мобильная библиотека МТС - http://t.co/bFqNumpEHH
positive	"""МегаФон"" увеличил квартальную выручку:   В минувшем квартале показатель OIBDA «МегаФона» не изменился и соста... http://t.co/ufUPSlvbRp"
positive	@barskykd @megafonru у мня мгфн норм инет. Ты в какой т. мерил? И кста гря в курсе что мерил на серваке KUMERTAU?
neutral	«Билайн» призывает всех абонентов мобильной связи с о? Обаму
positive	Tele2 отменяет плату за общение внутри сети и снижает стоимость звонков на все направления
positive	Милейший дедушка, увидев #сердцегорода, спросил, что это. Мы рассказали. Идея привела его в восторг:) #Калининград #Ростелеком #sputnikru
negative	Поменяла МТС,лайф на прицеле
neutral	Иван Таврин: результаты МегаФона соответствуют прогнозам на год
neutral	@megafonru когда в Воронеже будет 4G?
neutral	@herr_terme @megafonru Может. Может у меня мои 8 гб трафика кончились.
neutral	RT @PogrebnyakAA: “Мегафон” перевел 40% оборотного капитала в гонконгские доллары из долларов США http://t.co/AMbIkwmJbp
positive	"@26SN26 блин)это вообще рандом какой-то.чисто как повезет. одно могу сказать, что пока ""тьху-тьху""мтс-ка моя работает хорошо. а стар - боль)"
neutral	#sms http://t.co/wTtELW2moD смс мегафон бесплатно
neutral	RT @dnarlsirnb: Как отключить анекдоты на теле2 http://t.co/XSmuLqZpOX
neutral	@fituwyqibak Виктор, здравствуйте! Что случилось? Мы хотели бы разобраться. #билайн
neutral	Мегафон конвертировал 40% оборотного капитала в гонконгские доллары
neutral	«Ростелеком» выступил партнером мероприятия «Карапузы, на старт!» #R
positive	Beeline увеличил численность персонала call-центра - http://t.co/CpdaYbSo9k - http://t.co/x7EJLkymCu
neutral	@tohub @LTronina Правильное и своевременное решение #Мегафона, сегодня в #Гонконге #доллар укрепляют #Ротшильды http://t.co/ETis75o6bO
neutral	"Компания ""ВымпелКом"" (""Билайн Бизнес"") представила новую линейку пакетных тарифных планов ""Все для бизнеса"" и линейку тарифных планов для м"
negative	"RT @beyond_2000: МТС, Сбербанк и прочие тоже смазывают лыжи? // ""Лукойл"" продает свои бензоколонки на Украине http://t.co/oyrbfLFvmI http:/…"
neutral	«МегаФон» стал официальным поставщиком услуг связи для Уральского таможенного управления http://t.co/DGnCZUT01E
negative	RT @roserdia83: Новый тариф от МЕГАФОН «Мегафон-лох» платишь столько сколько скажут!!!
positive	@MegaFonUralhelБольшое вам спасибо!
neutral	ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … …
neutral	#RT ВНИМАНИЕ! ОПРОС! Друзья! Для тех, у кого РОСТЕЛЕКОМ! … … … …
neutral	ВНИМАНИЕ! ОПРОС!Друзья!Для тех,у кого РОСТЕЛЕКОМ! … … … …
positive	Перенесли номер быстро, теперь снова с @megafonru ??
neutral	В один и тот же день получил два счёта-квитанции – один от ОАО «Ростелеком», другой от ОАО «Тверьэнергосбыт» (Вышневолоцкое МОС, Удомельско
neutral	RT @MegaKavkazHelp: @megafonru @NiketasНа данный момент информации по срокам запуска технологии 4G в г.Воронеже не представлены. Компания р…
neutral	Прикиньте, Толик в горах, ксюша на даче, чувак из мтс на море а я уж третий день дома....
positive	RT @abbsol: В Новгороде на Билайне заработал LTE
positive	"Арбитражные суды Московского округа защитили детализацию звонков абонентов ""МегаФона"" и ""МТС"" от чиновников Банка России, которые хотели по"
positive	Год бесплатной связи для двоих при покупке смартфона Login 2.До 31 июля абонентам, купившим смартфоны MegaFon Login 2, предоставляется возм
positive	«Ростелеком» продолжает внедрять технологию GPON в Прокопьевске. Кемеровский филиал ОАО «Ростелеком» расширил территорию доступа к сети Инт
neutral	"""Билайн Бизнес"" представил новые тарифы для интернета и звонков - http://t.co/PwH0byJ1Zx"
negative	#RT Все друзья у кого МТС часто на минусе ходят) хз вот брать МТС или нет)
positive	Сходила в мтс, терь все норм
negative	Мигранты заплатят: МТС и «Вымпелком» повышают цены на разговоры со странами ближнего зарубежья в тарифах для т... http://t.co/qb3dp8cUMe
negative	Мигранты заплатят: МТС и «Вымпелком» повышают цены на разговоры со странами ближнего зарубежья в тарифах для трудовых ...  @olegsadovskiy
negative	Мигранты заплатят: МТС и «Вымпелком» повышают цены на разговоры со странами ближнего зарубежья в тарифах для т... http://t.co/hf310cFLg3
neutral	"""Мегафон"" переведет 40% капитала в гонконгские доллары   http://t.co/5SZzsH3nkD"
negative	"RT @VOX_Report: МТС и ""Билайн"" повысят тарифы для мигрантов http://t.co/xHwh8Ogj0e Звонки в Молдавию, Азербайджан и на Украину подорожают в…"
neutral	"""Билайн Бизнес"" представил новые тарифы для интернета и звонков"
neutral	"RT @maarussie: “@sovprezidenta: ""Мегафон"" перевел 40% оборотного капитала в гонконгские $ из США $ http://t.co/yJn310YeOU” Кто не скачет, т…"
negative	"""МТС-Украина"" прекращает работать в Крыму.Сотовый оператор &amp;quot;МТС-Украина&amp;quot; заявляет об ухудшении качества мобильной связи на полуос"
neutral	Как же долго я этого ждал. НАКОНЕЦ-ТО. Процесс пошел «МегаФон» перевел до 40% денежных средств в гонконгские доллары http://t.co/Iz3AletOCk
neutral	«МегаФон» перевел до 40% денежных средств в гонконгские доллары
positive	А Мегафон-то молодец, подписку снял, денежки вернул О_о
neutral	«МегаФон» перевел до 40% денежных средств в гонконгские доллары http://t.co/UVIaJazDZy] #RT #follow #followback #ru_ff #новости
negative	Та у меня в тви отклики не грузят, вк сообщения не отправляются и ответы не загружаются!1!! Мегафон ска http://t.co/pzJycD5WJX
negative	RT @basilius3: @fima_psuchopadt @daniilgumin @MegaFon_SZ_Help присоединяюсь!!! Понизили скорость инета( посмотрел вчера 2-й тайм футбола
negative	Ростелеком - Хамтелеком :) http://t.co/kfER5UTdq4
positive	МТС запустила сеть 4G в Выксе и прогнозирует рост спроса на мобильные услуги прежними темпами http://t.co/jlIA5znyFX http://t.co/bmg1g0otL6
positive	Позвонили с утра компания МТС и подорили бесплатный интернет))
negative	Клёво, что когда у меня есть деньги на счету, Билайн просто не подключается к интернету?)))
neutral	"RT @vesti_kpss: ""Мегафон"" переводит капитал в гонконгские доллары http://t.co/fHImk1bU5r"
neutral	обзор билайн смарт инструкция http://t.co/pK8iZ543C8 #обзор
neutral	«Мегафон» перевел 40% оборотного капитала в гонконгские доллары: http://t.co/7oE1FfRpvi
neutral	"""Мегафон"" переведет 40% капитала в гонконгские доллары  http://t.co/cBkg69lFoC"
neutral	«МегаФон» перевел до 40% денежных средств в гонконгские доллары! А.Усманов похоже это сделал?!!
neutral	«Мегафон» перевел 40% оборотного капитала в гонконгские доллары http://t.co/QoMV3fId95
negative	Наебать МТС - бесценно.
neutral	RT @deeeeep_z: Мегафон перевел примерно 40% оборотного капитала в гонконгские доллары из долларов США, чтобы обезопасить себя от возможных …
neutral	Абоненты компании «Ростелеком&amp;nbsp;&amp;nbsp;Армения» смогут отныне осуществлять платежи за услуги не только посредством мгновенных систем, но
neutral	«Мегафон» решил перевести 40% капитала в гонконгские доллары
neutral	Опубликовано фото @ Вымпелком (Билайн) http://t.co/g3dE9ilJra
neutral	Tele2 поздравляет вологодских абонентов наступающими праздниками Нового года и Рождества.Из года в год Tele2 подтверждает статус одной из с
negative	«МегаФон» повысил стоимость роуминга в два раза http://t.co/CAAmgoW0YN
neutral	"""Мегафон"" перевел ~40% оборотного капитала из USD в гонконгские доллары, чтобы обезопасить себя от рисков. Остаток хранится в рублях."
neutral	"""Мегафон"" переведет 40% капитала в гонконгские доллары. Примерно 40% оборотного капитала оператора связи ""Мегафон"" будет переведено из амер"
negative	Мне стыдно за то, что в последнее время происходит с #МегаФон в Санкт-Петербурге: понижение скорости, убийственное падение качества связи,
positive	«МегаФон» более чем в три раза снижает стоимость пакета «Интернет S»
negative	Температура воздуха сегодня от Beeline не радует((( #лето #жара #Навои #+41 #Beeline http://t.co/HlEelFR7Ot
neutral	RT @Ruposters: «Мегафон» перевел 40% оборотного капитала в гонконгские доллары http://t.co/AGbGxqjzf3 http://t.co/J1hunEgjhq
neutral	инструкция к смартфону мтс-975 http://t.co/myrpepW5nN #к #смартфону
neutral	@FlySomeFruit @MegaFon_CF_Help, обратите внимание, пожалуйста.
positive	"""МегаФон"" улучшил качество интернета 4G+ в Махачкале http://t.co/HLkWTu7xbI"
negative	@BCEX_HET МТС не работает, только Лайф. Но есть Интернет. У за окном тихо, что тоже радует. И ночь прошла спокойно)) Дай Бог так и дальше.
neutral	"""Мегафон"" переведет 40% капитала в гонконгские доллары"
neutral	RT @megafonru: #WashingtonPost: Толстой написал «Войну и мир», Чайковский -«Лебединое озеро»,список продолжает ролик команды #Сибирь http:/…
negative	RT @MilediNetali: @BCEX_HET МТС не работает, только Лайф. Но есть Интернет. У за окном тихо, что тоже радует. И ночь прошла спокойно)) Дай …
neutral	«Яндекс» запустил мобильное приложение для оплаты штрафов ГИБДД #Apple #Мегафон
negative	@ru_mts за 10 минут ещё два сообщения от #мтс !( как остановить рассылку?((
neutral	скачать бесплатно программу мтс тв http://t.co/sStmXiiSCX
positive	В Краснодарском крае Ростелеком модернизирует свое вещание.Сеть передачи данных на Кубани будет усовершенствоваться.
negative	сдохни, билайн =)
neutral	Новости / «МегаФон» отказывается от долларов США http://t.co/RAkdUwW7tt
neutral	@FriendOfGod9 я на ростелекоме) но говорят ттк и не дорого и хорош)
neutral	http://t.co/YUtrKSCsCU «Мегафон» решил перевести 40% капитала в гонконгские доллары
neutral	«Tele2 Россия» купила сеть сотовой связи в Калининградской области
neutral	"""Мегафон"" перевел почти половину оборотного капитала в гонконгские доллары из долларов США http://t.co/G6yuJIHXqk"
positive	ОАО «МегаФон» более чем в два раза снижает стоимость пакета «Интернет S»
neutral	«МегаФон» отказывается от долларов США
neutral	«Мегафон» перевел 40% оборотного капитала в гонконгские доллары - Репортаж24.ру http://t.co/tYQDd62jc5
neutral	билайн драйвер http://t.co/I7HuQSoPaV
neutral	"Оператор связи ""Мегафон"", подконтрольный богатейшему российскому миллиардеру Алишеру Усманову, принял решение перевести около 40% своего об"
neutral	@agsochi, приняли в работу. Проведём повторную проверку. ^РА #МТС
negative	У билайна крыша съехала. Оказывается, на моем текущем тарифе для слабослышащих недоступна функция роуминга. Прекрасно, @_Beeline_kz, браво!
neutral	«Мегафон» переведет часть капитала в гонконгские доллары из-за риска санкций - Ведомости
neutral	&amp;laquo;Ростелеком&amp;raquo; выступил партнером первенства Волгограда по общей физической подготовке среди детей в возрасте до 1 года &amp;laquo;Ка
neutral	"Финансовые результаты ""МегаФона"" соответствуют прогнозам компании - Финам.RU"
neutral	RT @Poligaeva: «Мегафон» переведет часть капитала в гонконгские доллары из-за риска санкций - Ведомости
neutral	#мтс прислали смс-ку с предложением купить книгу по НЛП
neutral	"""Ростелеком"" выступает стратегическим партнером церемонии вручения ""Премии Рунета"""
negative	"RT @nsonSwenso: ФАС уличила ""Ростелеком"" в необоснованности интернет-тарифов в Хабаровском крае"
neutral	«МегаФон» перевел около 40% своих денежных средств в гонконгские доллары. Об этом в интервью Bloomberg 31 июля... http://t.co/9lRJsBsfhw
positive	МТС захватывает госструктуры. МТС по итогам первого полугодия 2014 года увеличил число корпоративных клиентов на 35%. Приток абонентов в зн
negative	http://t.co/UAZaRjS5zC МТС и «Вымпелком» повышают тарифы для трудовых мигрантов
positive	Билайн разрешил абонентам делиться пакетами интернета #ЧитаюВзаимно
negative	"Заявка была отклонена, потом учто в паспорте и заявке место рождения указано ""гор. Москва"", а в клиентской системе МТС — ""г. Москва""."
neutral	«МегаФон» перевел до 40% денежных средств в гонконгские доллары #происшествия #СледуйЗаМной
neutral	"RT @VedomostiTech: ""Мегафон"" переведет часть капитала в гонконгские доллары из-за риска санкций  http://t.co/s3RJOgSt9h"
neutral	Участники розыгрыша «Фортуна», ставшие абонентами Beeline по услуге MNP, получили промежуточные призы. Компания АрменТел &amp;#40;торговая марк
neutral	"RT @Baloven: Санкции: ОАО ""Мегафон"" перевело примерно 40% оборотн капитала в гонконгские $$$ из амер. $ чтобы обезопасить себя от ""возможны…"
neutral	"http://t.co/NjqnBhjRMr Подробнее Мобильный интернет вытесняет разговоры украинцев В компании ""МТС-Украина"" по результатам второ"
positive	Смартфон MegaFon Optima стал доступнее. МегаФон объявляет о снижении цены на фирменный смартфон MegaFon Optima — теперь приобрести современ
neutral	Норникель пошёл вслед за Мегафоном (или наоборот) http://t.co/mvf8peEys4
neutral	«МегаФон» отказывается от долларов США / http://t.co/qSByJx1rJn: http://t.co/rSw0OnIwTq
negative	в мегафоне одни долбоёбы работают, сука
negative	@EeDashaaa @ru_mts звоню оператору, там говорят позвонить позже. Жду, когда в тви ответят. Может чего-нибудь наобещают. Некогда в салон :(
neutral	"Внеочередное собрание акционеров МегаФона назначено на 22 сентября. Внеочередное собрание акционеров ОАО ""МегаФон"" назначено на 22 сентября"
neutral	Как заказать мегабайты на мтс https://t.co/KnCFkSF5V9
negative	Мобильный интернет от #мтс все же есть в #Алушта надо было обновить опцию, но дальше #edge дело не пошло :(
negative	@ru_mts Вы используете ХИТРОЕ ОКРУГЛЕНИЕ, всегда В СВОЮ СТОРОНУ. И округление подсчета трафика в условиях опции СуперБит ничего не сказано?
negative	Я тут с этим Интернетом от МТС, в куличик согнусь, проще вообще почти и пальцем сеть ловить
negative	@_Beeline_kz ваша служба *100*3# не работает. А при обращении онлайн выходит такая ошибка. http://t.co/R6yFbrwl3g
neutral	@staayys это звучит заманчиво, не знаю разрешат ли мне отойти, но стоит рискнуть. а у тебя случайно не мтс?
neutral	"Самые быстрые участники ""IT-camp-2014"" получили от ""МегаФона"" скоростные 4G-модемы http://t.co/qFaRC02Ucr #чебоксары"
positive	@ru_mts Шучу же! Сам пользуюсь вашими услугами, пока вроде доволен, особенно домашним интернетом.
positive	МТС развернула сеть 4G в Нижегородской области http://t.co/ThGT21JWFd
negative	@megafonru Здравствуйте! Не могли бы вы подсказать, почему в городе Муроме Владимирской области очень низкая скорость мобильного интернета?
neutral	"""Норникель"" и ""Мегафон"" выбирают гонконгский доллар"
neutral	"@_Beeline_kz ""легкий роуминг плюс"""
negative	Вы еще не воспользовались нашей новой услугой, а мы уже сняли с вас деньги. МТС: на шаг впереди!
neutral	RT @Rostelecom_NW: #Калининград - прекрасный город, как же его не любить;) Вот самое западное #сердцегорода!  #Ростелеком #sputnikru http:/…
positive	мегафон сообщает о запуске опции новогоднее ассорти которая обеспечит абонентам выгодные условия общения в течение будущего года
negative	"@ru_mts Меня удивляет, почему до вас можно ""достучаться"" в твиторе, но нельзя звонками, письма и тд."
neutral	@awsmebeard Уточните нашим коллегам @MegaFon_CF_Help адрес, по которому возникают сложности (улица, дом). Проверим.
neutral	@iFORA, если у Вас другой тарифный план, тогда отправьте SMS с кодом 9999 на 5838. ^РА #МТС
positive	Администрация Краснодарского края поблагодарила «Ростелеком» за организацию видеонаблюдения на ЕГЭ.Администрация Краснодарского края вырази
negative	@isharfme Мы сейчас производим доработки системы, чтобы переключение происходило автоматически. Извините, пож-та, за неудобства. #билайн
positive	«МегаФон» за квартал увеличил выручку и количество абонентов на 6% http://t.co/awwtETOQ3w
neutral	«Мегафон» перевел 40% оборотного капитала в гонконгские доллары
neutral	@ssflay, хотим обратить Ваше внимание, что скорость передачи данных может зависит от разных факторов. ^РА #МТС
negative	СРАНЫЙ СРАНЫЙ БИЛАЙНГОРИ В АДУ СО СВОИМ САЙТОМ АААААААААААААААААААААААААААААААА ЧЕРТЧЕРТЧЕРТ
neutral	кто мне пишет смс мой любимый мтс  не баян а классика #MTHottest  30 Seconds to Mars
positive	"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о запуске в коммерческую эксплуатацию сети ""четвертого поколения"" (4G) LTE в Нижегородской"
neutral	@iRyuk80 @nnikiforov @Beeline_RUS @Beeline_Barnaul @Beeline_sib 1) Это конечно не скорости LTE 2) Когда Билайн запустит LTE в Томске?
neutral	Абоненты компании «Ростелеком&amp;quot; в&amp;nbsp;&amp;nbsp;Армении смогут отныне осуществлять платежи за услуги не только посредством мгновенных сист
neutral	@iRyuk80 @nnikiforov @Beeline_RUS @Beeline_Barnaul @Beeline_sib хорошо у кого LTE!
positive	МТС предлагает бесплатный час в соцсетях http://t.co/ofvBVAK8KC
neutral	програму для usb модема билайн http://t.co/Goci7HwUiU скачать
negative	@LUGANSK_TODAY на мтс не проходит,  на киевстар в #Луганск звонок проходит.
negative	@nemesida07 МТС ... У папы укр.МТС... Проблемы с дозвоном только ему :(
positive	МТС развернула сеть 4G в Нижегородской области http://t.co/s7GmRVaNsA #CNews
positive	@iRyuk80 @nnikiforov @Beeline_RUS @Beeline_Barnaul @Beeline_sib круто, теперь 21 номер Фотоед можно всего за 3 минуты скачать)
negative	Сеть фитнес-клубов Alex Fitness и тамбовский «Ростелеком» попались на незаконной рассылке рекламы  http://t.co/j3iyGppMsR
positive	@ru_mts добрый день,подскажите пожалуйста как можно блокировать нежелательные смс,есть у вас такой сервис? Как напр. В билайн н-р1888...
negative	вот мтс россия мне отвечает, а мтс украина нет. что за нахер??
neutral	Смотри лучшие передачи на Discovery Channel с #ИнтерактивноеТВ #Ростелеком и участвуй в розыгрыше призов! Подробнее http://t.co/nAcsQ6QfAK
neutral	Смотри лучшие передачи на Discovery Channel с #ИнтерактивноеТВ #Ростелеком и участвуй в розыгрыше призов! Подробнее http://t.co/K2lzW4jz7g
neutral	Смотри лучшие передачи на Discovery Channel с #ИнтерактивноеТВ #Ростелеком и участвуй в розыгрыше призов! Подробнее http://t.co/23xrRvn4vb
neutral	Смотри лучшие передачи на Discovery Channel с #ИнтерактивноеТВ #Ростелеком и участвуй в розыгрыше призов! Подробнее http://t.co/yonc8lhW0D
neutral	Смотри лучшие передачи на Discovery Channel с #ИнтерактивноеТВ #Ростелеком и участвуй в розыгрыше призов! Подробнее http://t.co/w1G8a2AJEh
neutral	"@MatYadrena Вопрос по услуге ""ММС-безлимит"" сейчас на контроле, ждем ответа от инженеров. Обязательно свяжемся с Вами дополнительно. #билайн"
positive	Билайн трафик дал уоу целый месяц ждала
negative	RT @skatertyuDoroga: ограничение скорости у мтса БЕСИТ. Тупо
positive	@ovly_y  @Beeline_RUS @Beeline_Barnaul @Beeline_sib , спасибо :)))) мы тоже так рады, так рады ;))
neutral	С 31 июля 2014 г. абоненты МТС Предоплата могут воспользоваться обновленной услугой &amp;laquo;МТС WEB PASS&amp;raquo;, которая предоставляет безли
negative	"RT @jucamitemihi: http://t.co/Zk2X8ZfynQ Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"
negative	@MegaFon_SZ_Help Это не ответ. Это издевательство.
negative	@usolt ох, а я так надеялся на улучшение ситуации с приходом теле2шника к рулю... но тут поможет только ликвидация и сохдание заново(
neutral	RT @depressive_V: кто мне пишет смс мой любимый мтс  не баян а классика #MTHottest  30 Seconds to Mars
neutral	@Aphazel Мы сейчас как раз этим и занимаемся! Скажите, в каком регионе подключен Ваш номер/номера? #билайн
neutral	мтс 960 http://t.co/WpH6eTHYkL обновление
positive	Новый номер. Прощай, Теле2. Здравствуй, МТС
positive	UzDaily.uz: Узбекистан и МТС подписали мировое соглашение http://t.co/RlRpiT4BIL
neutral	@iFORA, тогда для отключения рассылки отправьте SMS с кодом 9191 на 5838. ^РА #МТС
negative	@LUGANSK_TODAY Что касается моб.связи, то в Северодонецке, Лисичанске,Рубежном ее уже дней 4-5 практич.нет - ни МТС, ни Киев-ст., ни лайф
neutral	@IgorGorran, с данной услугой Вы можете ознакомиться здесь: http://t.co/Bw1Es5kJ9k. ^РА #МТС
negative	Компания МТС, подобно пизданутой бабе, все не хочет меня отпускать и второй раз отклоняет мое заявление о пере... http://t.co/dyuA9NG0Zz
negative	@megafonru дома сеть не находит!
positive	RT @pressa71: Смартфон MegaFon Optima стал еще доступнее #Тула #Туляк #Туларулит http://t.co/EgQkvFluYv
