sentiment	text 
negative	@ramin4ig к сожаление в любой call-центр бывать час пик когда очень много клиент пытаться одновременно дозваниваться ^кн #мтс 
negative	@ru_mts ну попробовать: г ростов-на-дону улица мартовицкий плиев ольховский номер дом более 30 отсутствие качественный соединение 3g 
negative	raiffeisenbank понижать рейтинг gdr мегафон до держать и оценка на 6% 
positive	@davidvaysman @nekaleks в мтс я бесплатно обрезать симка доходить сервис все же))) 
negative	 @wylsacom: идти ты такой по магазин и тут фигакс но не свозить крейг билайнс http://tco/s2t93wtofl 
neutral	@tezavr опция мтс-новость доступный на sim-карта с момент первый регистрация в сеть мтс способ отключение указывать выше ^кн #мтс 
positive	 @pressa71: хорошо один раз увидеть: билайн делать мобильный видео-контент еще доступно #тула #туляк #туларуливать http://tco/xudpgj3gd3 
positive	 @pressa71: билайн превышать отметка в 10 миллион #тула #туляк #туларуливать http://tco/iek5g2lgsx 
positive	как мтс билайн и мегафон защищать от мобильный мошенник секрет http://tco/f2okgzlrye 
positive	ростелеком обеспечивать вгтрк услуга защита от ddos-атака 
positive	 @riocoombes: мегафон подготавливаться к нагрузка в новогодний ночь 
neutral	@aldidkovskaya и удивляться зачем ты ростовский мегафон 
neutral	в москва появляться уличный экран с информация о пробка #apple #мегафон 
neutral	обещать кредит теле2 омск http://tco/cueafxkwxk 
neutral	контент-провайдер обязанный согласовывать весь новый сервис с сотовый оператор следовать из договор между они мегафон также запрещать 
positive	билайн вновь делать смартфон доступный 
positive	мегафон увеличивать квартальный выручка #instagood 
neutral	пионер становиться ростелеком 
positive	качество связь в место отдых вологжанин улучшилосьвологда – tele2 сообщать о проводить работа по расширение зона покрытие и развитие се 
neutral	оао &amp;laquo;мобильный телесистема&amp;raquo; (nyse: mbt) ведущий телекоммуникационный оператор в россия и страна снг совместно с комитет по 
neutral	вологжанин приглашать к участие в фотовыставка галерея переменtele2 приглашать вологодский профессиональный фотограф и любитель принимать 
negative	у я 2 номер телефон: мтс и киевстар сейчас я часто все сидеть на киевстар  leto^^ 
neutral	@_hikaruru это реклама ростелеком хд 
neutral	образец заявление о расторжение договор в ростелеком http://tco/h8dgsciidp 
negative	заказывать обратный звонок #мтс так он сам не смочь дозвонитьсяахахахахахаххахахахахахах охохохохохохохо вот это ирония но вопрос не решать 
negative	согаз хороший мтс мочь бы уже что-то новенький сделать #аналитик 
neutral	@fp777 здравствовать если у вы возникать вопрос вы смочь получать инфо отправлять sms на номер 0500 или по e-mail nw-service@megafonru 
neutral	@beeline_rus: когда интернет под рука нет этот номер прийти на помощь сохранять себе подсказка http://tco/uhdpnvq045 
positive	финансовый результат мегафон соответствовать прогноз компания http://tco/ducncciy1f #tech #russia 
negative	#билайн - это голландский компания голландия - страна раздувать в европа антироссийский истерика vimpelcom еще и на деньги выставлять 
neutral	настройка сей карта мегафон http://tco/hsqaa9rkao 
neutral	в сибирь утраиваться спрос на lte-гаджетыкомпания мобильный телесистема (мтс) сообщать о рост популярность мобильный гаджет с поддержка 
negative	мтс ты мочь прекращать выебываться_ 
neutral	мтс пермь настройка интернет http://tco/0uqwd8c5is 
positive	 @prostodeti: @tgpavlova конечноодина мы роутер в квартиреоператор-мтся в сеть-благодаря он 
neutral	мегафон переводить средство в гонконгский доллар 
negative	 @bamolejewav: когда-то работать в компания beeline  но они я увольнять из-за кризис поэтому я хотеть чтобы знать как можно много че 
positive	@beeline_rus урав казань lte работать http://tco/0wqsc7cdsb 
positive	финансовый результат мегафон соответствовать прогноз компания 
neutral	tele2 приглашать житель череповец на праздник в комсомольский парк1 март 2014 год tele2 приглашать неравнодушный житель череповец свой 
neutral	@mk_rev2 @spotresov у я не билайн 
negative	оказываться билайн сейчас в жопа сказать по новость экономика чуять их ета выкупать)) 
positive	финансовый результат мегафон соответствовать прогноз компания http://tco/ii19fr8glu 
neutral	@wearymax мегафон это не нужно еще и с фас проблема быть 
neutral	@_tragedy_prince спасибо щас посмотреть что у они там быть в билайн 
negative	друг мтс не работать / 096 925 27 57  - мой киевстар я пока тут на неопределенный срок 
neutral	сегодня я на экскурсия с цод уральский мегафон 
negative	@megafonru деньги на счет зачисляться но не сниматься соответственно пакет так и не подключаться 
neutral	tele2 проверять вологжанин на честностьвологда – tele2 подводить итог необычный эксперимент проходить 5 июль 2014 год на пикник voice 
positive	 @wildeatheart27: #алчевск получаться дозваниваться по #мтс из одесса 
positive	 @lisichansk: в лисичанск снова быть мтс а в р-н остановка шсу быть точка ohuenniylisichansk с пароль lisichansk 
neutral	http://tco/owfsicmpm0|скачать игра gta вай сити на телефон мтс 970 андроид 41 без активация 
neutral	#photooftheday мтс выходить на орбита http://tco/joxdacuwev 
neutral	впереди день город чебоксары мегафон традиционно занимать центровой площадка город велком ;-) http://tco/ycy5rdovfw 
positive	tele2 признавать самый выгодный оператор в россия 
negative	мы всегда снимать деньги еще до то как вы успевать позвонить мтс - на шаг впереди 
positive	мтс зарабатывать в узбекистан в начало 2014-го - российский мобильный оператор планировать развивать бизнес с  http://tco/ub7jslnyvh 
neutral	http://tco/zjqfoga2v7|приложение для андроид мегафон скачать 
neutral	за весь июль он лежать где-то на стол и подавать звук только тогда когда садиться батарея или приходить смс от любимый теле2 
positive	6 услуга мегафон для защита мобильный счет #android #twitter 
neutral	#скачать игра лего звездный война на мтс 970 http://tco/lmjeb3nczr 
negative	хватить я звонить на мтсу я нет связь 
positive	мтс возвращаться в узбекистан конфликт оконченмтс договариваться о возвращение в узбекистан но в обмен компания приходиться поделиться с влас 
positive	 @serdseedka1: #антрацит #мтс только что появляться  ура 
positive	мтс возвращаться в узбекистан мтс сообщать о заключение мировой соглашение с власть узбекистан который должно полагать конец начавший 
neutral	#мегафон #песчаныескульптура #сфинкс #петроградка #петербург #спб #megafon #spb #petersburg #спб http://tco/y7bp0awiin 
negative	мегафон дерьмо 
negative	билайн вроде подписывать на миллион платный пробный услуга и не отписывать потом 
negative	@megafonru быть уверять что если написать интернет по весь россия бесплатно - то и крым тоже входить 
positive	http://tco/gvcbdbmltq мтс возвращаться в узбекистан после два год отсутствие 
positive	не не подлизываться мочь сказать в открытый что билайн в область крутой ))))) 
neutral	мегафон и норникель переводить средство в гонконгский доллар http://tco/3pkaqpl2xa  @vedomosti 
positive	мегафон нормальный такой интернет)) http://tco/1t59pncgpg 
positive	6 услуга мегафон для защита мобильный счет 
positive	зайти в мтс в кит такой приветливый и приятный человек там помогать объяснять спасибо что ли 
negative	 @sazohuwymiv: http://tco/qusaub5jxi российский спецслужба следить за весь абонент мтс-украина 
neutral	олечка если быть желание и время у мы оба пересекаться где-нить в тепло калужский место - звонить 8-980-712-59-60 - это мой номер мтс 
negative	 @sd0107: а вы знать что @megafonhelp предлагать в реклама следить за человек интересно про вмешательство в личный жизнь http://tco 
positive	мтс запускать lte в якутск и нерюнгри http://tco/ajhrrzzuz6 
neutral	@sd0107 @megafonhelp не сможеш следить без согласие абонент приходить запрос  что ты хочеша следить разрешать 
negative	@megafonru @megafonhelp отвечать пожалуйста  кстати @megafonuralhelp - не активный акка 
negative	время ожидание много 10 минута @megafonhelp @keyseekey: @sd0107  0500 далее 0-0-1-0 там выбирать тема обращение и золотой ключик ваш 
negative	грести ростелеком выкупать мой провайдер весь сделать в хороший российский традиция – тоблять ниховать не сделать теперь не мочь оплачивать 
negative	@jj_fond @megafonhelp как они доказывать что согласие выражать собственник номер или пользователь 
positive	пошаговый инструкция переход с мегафон на мтс http://tco/5ohior9jvv #с #пошаговый 
neutral	@sd0107 @megafonhelp ну также можно в интернет банк зайти по такой логика жена в ванная а ты раз зайти) там тоже какой то подтверждение 
positive	слава билайн) 
positive	у мы все гавно кроме билайн здравствовать дмитрий 
negative	@megafonru хорошо бы 4g в крым сделать 
positive	я поздравлять только мегафон и вот летуалень забывать))) 
positive	вот бы и я как в реклама билайн идти спокойно по полянка и наткнуться на смартфон 
negative	@sd0107 у билайн такой же петрушка - а потом симка с небольшой минус полежать месяц и она аннулировать @megafonhelp 
negative	я объяснять что блокировать билайн а на ростелеком видный 
negative	@s_islamov @megafonhelp рано 3 месяц ну ладно что даже 45 становиться но предупреждать я можно быть бы с помощь смс так делать конченый 
negative	год назад с мегафон что-то подобный быть правда совсем не упасть но тормозить жутко 
positive	мтс сообщать о заключение мировой соглашение с власть узбекистан который должно полагать конец начинаться между они в 2012 г конфли 
negative	@ru_mts ну и что вы они задавать если вы не отвечать))) вот и ругаться на контактный центр ибо это единственный доступ нормальный к вы) 
neutral	но ты не вернуть весь равный да и как то уже быть сто пудовый не то надо забывать этот цифра билайн но перед это услышать твой голос я надо 
neutral	портал smotriegeru специально создавать оао ростелеком по инициатива рособрнадзор для просмотр в режим реальный время интернет-т 
neutral	@oliakovalenko у я мтс с: 
neutral	мтсник #команда #мтс #украина #симферополь http://tco/pbcrlmevps 
negative	 @sd0107: пообщаться с мегафоновский андрей он рассказывать: 45 дн не тратить деньги то они становиться списывать по 3 руб/день а предупреждать  
neutral	@mironenko_m дау я симка в ipad от мегафон) 
positive	решать переходить на мегафон пользоваться услуга перенос номер иметься в друг пользователь мегафон как связь работать жалоба есть 
positive	вымпелком помогать акционер погасить кредит http://tco/cbjhymofac 
neutral	руководство ростелеком г обнинск http://tco/2125pktne2 #обнинск #ростелеком 
negative	а ждать пароль с почта два неделя а брать отгул для ростелеком не долго разве (( 
positive	 @lenya_semikov: над псков прогреметь мегафон 
negative	ростелеком признавать что блокировать вконтакте по ошибкетакий человек после девятый класс в пту уходить а они интернет продавать 
neutral	google собираться создавать собственный новый фотосервис #apple #мегафон 
neutral	https://tco/fghgse4pih для модем мегафон e160 g https://tco/weiimqxgrc 
neutral	я нравиться фиксик 27-я серия - гирлянда [0+] на канал детский #интерактивный тв #ростелеком 
neutral	образец доверенность в мтс http://tco/mefd8xglda 
neutral	@anticovek и мтс 
neutral	как брать на мтс обещать платеж http://tco/opxe1tlazz 
positive	а вы видеть новый телефон скайлинк а я вчера видеть :-р # 
neutral	как удалять приложение мтс на android http://tco/cfaaanrj6n 
neutral	http://tco/luqvwnhwpk билайн справочник мобильный номер 
positive	 @franenun82: смартфон megafon optima становиться еще доступный 
negative	 @carkasm: вы еще не воспользоваться наш новый услуга а мы уже снимать с вы деньги мтс: на шаг впереди 
positive	теперь весь владелец карта мтс деньги участвовать в программа мтс бонус мочь обменять накоплять балл на вознаграждение в новый разда 
negative	водный интерактив против спам от билайн 
neutral	# внимание опросдрузьядль теху кто ростелеком     
neutral	# внимание опрос друг для тот у кто ростелеком       
neutral	@megafonru станица кумылженский волгоградский область 
neutral	http://tco/g6tiy306ix скачать база данные теле2 торрент 
positive	вымпелком усиливать продажа 
neutral	@yursapa готовый проверять работа сеть для это просить отправлять мы следующий данные: http://tco/etlqgm3mup ^ава #мтс 
positive	#антисп у @beeline_rus работать звонить спамер извиняться посмотреть как далеко быть со спам http://tco/jap75pg23k 
negative	утро недобрый  кирдыкать #мегафон 
neutral	@ru_mts отправлять в dm 
positive	ура ура теперь дом на первомайский у я быть мобинтернет спасибо команда @alexey_bendz @_beeline_kz за подарок :) 
neutral	инструкция для настройка модем ростелеком starnet ar800 http://tco/iinusiylud #для #starnet 
negative	#билайн а зачем убирать автоопределение номер при оплата на планшет заканчиваться инет рано выходить http://tco/e3qodzqzuv 
neutral	мой ответ на вопрос как отключать услуга хайвей на билайн  http://tco/rh5bvgoiov 
negative	@megafonru невозможно понимать  какой период работать новый 1гб до конец месяц или весь месяц неужели трудно по завершение лимит просто 
neutral	давать:ipod touch 4 8gb +доплатадоговариваться(быть мегафон логин когда включаться пишеть что температура батарея низкий  http://tco/vab8qtsh4f 
negative	гребанный интернет мегафон убогий 
neutral	скорость мой интернет соединение у провайдер beeline ru - http://tco/pz0jxuehc9 #beeline_rus 
negative	@megafonru вы прекрасно знать цивилизовать норма доход провайдер в мир  кончать грабить население свой уловка тип роум и гб 
negative	ростелеком незаконно ограничивать доступ к социальный сеть макспарк http://tco/bzowumlm8u #ростелеком #россия #цензура 
positive	вот это поворот) неожиданно словиться #lte #megafon @ где то в роща http://tco/umg3ecyzzj 
negative	 @alchevskc: давать хоть один номер такси киевстар пожалуйста /  / хаос какой то блять я  в шок с это мтс 
neutral	@valent273 вы отказывать в перенос городской номераони не переноситься то быть при переход оставаться только федеральный номер ^ава #мтс 
positive	билайн жечь :-))) http://tco/elilegcadd 
positive	ростелеком обеспечивать вгтрк услуга защита от ddos-атака http://tco/m8eqofazlu 
positive	мегафон более чем в два раз снижать стоимость пакет интернет s http://tco/rsdri7ie8w 
neutral	# друг у кто быть знакомый в теле2 
neutral	http://tco/n0deepxb44 база данные телефон мтс 
negative	мтс  сука ты медленный открывать я инстаграм блять 
neutral	@spotresov нет просто приложение с логин от домашний билайн тв 
negative	уже второй день с перебой работать интернет от @beeline_rus сколько можно страшный сон фрилансер 
positive	купон mtc бесплатный промокод на скидка в шоп мтс ру на 2014 год http://tco/rrgnlnd89y 
positive	 @gitshopru: купон mtc бесплатный промокод на скидка в шоп мтс ру на 2014 год http://tco/rrgnlnd89y 
neutral	мтс 970 инструкция http://tco/swdustczzk телефон 
negative	вот за что я не любить #beeline это за то что интернет у они оплачиваться на 30 день в итог после месяц с 31 день дата оплата сдвигаться 
neutral	теперь я не быть говорить слуушать а у ты велком или мтс я позвонить надо с: 
neutral	у я кстати билайн и мтс поэтому я вообще волновать преимущество мегафон перед этот два оператор: роуминг бонус и тп 
negative	@beeline_rus здравствовать ну сие-карта я продавать в главный офис в барнаул обещать 4g вот и пытаться поймать он не получаться 
positive	мегафон более чем в два раз снижать стоимость пакет интернет s 
neutral	на корпоратив #tele2 закрывать зона с граффити у кто что болеть то и рисовать) #этоосипов #этонорма http://tco/9yqxenc9cd 
neutral	мир связь мтс №7 (июль 2014) pdf + online 
neutral	конфигурация мтс http://tco/1qlwr9fhzu настройка 
neutral	@dep_rogeriocar быть признательный если отправлять информация о качество связь в соответствие с пример: http://tco/etlqgm3mup ^нм #мтс 
negative	@megafonru  пинг много 100 это уже плохой 
neutral	@gravisus андрей мочь бы указывать ваш логин мы проводить проверка #билайн 
positive	 @hufasaxepop: мтс возвращаться в узбекистан после два год отсутствие 
neutral	мтс открывать мобильный библиотека в омск и белокурихеинновационный проект мобильный библиотека быть запускать на площадка книжный фе 
negative	вы @megafon_sz что думать когда такой делать судя по все тот же самый место что и госдума 
neutral	@axell44 @yota_russia @megafonru мы работать на объединять сеть но при это 4g быть работать только там где быть наш покрытие 
negative	здравствовать @megafon_sz_help больше нет мочь терпетьсделать что-нибудь уже а  карелияпиткярантский р-нуукс http://tco/nii3mbualw 
positive	я преисполнять великий любовь к работник мтса что бесплатно обеспечивать я интернет *_* 
positive	качество связь в место отдых вологжанин улучшаться вологда – tele2 сообщать о проводить работа по расширение зона покрытие и развитие с 
neutral	мтс vs beeline на один пример http://tco/f4vyxd6xdn #beeline #мтс 
neutral	https://tco/uvc3mhprbb usb модем mts е1550 https://tco/pyzhmu7pxe 
negative	мтс отключать я на life 
positive	билайн делать мобильный видеоконтент еще доступный http://tco/bnwqavlp2y 
neutral	вот я лалище вспомнить  где можно пополнять мегафон есть-но в веб-маня в система который я до сей пора не мочь разбираться(( сукаааа 
negative	@megafonru нестабильный качество связь 
neutral	скачать программа билайн модем http://tco/qipiphpa8t бесплатно 
negative	 @pynipylilor: http://tco/7xm1u2csxr старый тариф мегафон подорожать для москвич на 20% 
neutral	а почему ты в планшет именно мтс остальной никак 
negative	@ru_mts почему у я после переход на smart продолжать снимать по 2р за звонить бесплатно при попытка отключитьписать не подключать 
neutral	@gemmedwards  у вы быть замечание по качество связь вы отправлять мы информация запрашивать ранее ^ава #мтс 
neutral	#хабаровск : м 40 познакомиться д до 45 для встреча мтс 3130263 #флирт #познакомиться 
negative	@ru_mts огромный замечание  где мой максимальный скорость 
neutral	инструкция по установка модем мегафон к планшет http://tco/jpae9delcx #инструкция #планшет 
negative	@oh_nastya мдааа вот ты и мтс(( 
neutral	мтс подавать третий иск против евросеть http://tco/pzpenlgzbc 
neutral	билайн тв представлять специальный подписка amedia premium hd  оао вымпелком (бренд билайн) открывать http://tco/18ygwh3r7r 
neutral	 @capitalsby1: 7 август - гкобрин кафе веранда 20:00 кэпиталз с самый хитовый программа справка: 3-730-730 (мтс) http://tco/n8 
negative	в интернет нельзя говорить не подтверждать информация без доказательство ока ростелеком гавно доказательство: http://tco/qpd5nsczrc 
negative	мтс подкючать какой-то конференц-связь тупо чтоб снимать лавэ на нацгвардия) 
positive	хороший деловой репутация &amp;#8211; у мтс газпром и внешторгбанк 
negative	скорость отличный но лично у я много претензия по качество связь мегафон 
positive	#мтс #антрацит: налетать зарабатывать 
positive	ростелеком подключать 100 тысяча корпоративный клиент в сибирь ростелеком подключать 100 тысяча бизнес-клиент к услуга интернет на тереть 
neutral	@too_much_rain уточнять пожалуйста ваш номер постараться помогать ^ава #мтс 
neutral	@thevoan пока в крым для подключение доступный только тарифный план супер мтс описание аналогично как для краснодарский край ^ава #мтс 
negative	лола было минус 8535 а сейчас минус 8499 мегафон- это магия 
positive	@arinawow они 3g летать у я а не мегафон 4g даже гавно быть и платить мало а на мтс деньги всегда со счет пропадать так что билайн 
negative	@beeline_rus дорогой билайн это что за бред только скидка подключать и тут же отключать глюк или что http://tco/6z7uijx8tf 
negative	@beeline_rus добрый день нету интернет даже в личкабзайти нельзя что такой #курск 
neutral	 @elli1709: настройка ммс билайн iphone http://tco/pusmlowinv 
neutral	как должный быть выглядеть реклама - tele2: http://tco/dj7ef9gvlp на @youtube 
negative	@megafon_sz_help купить уже себя нормальный компьютер с лицензионный по чтобы не быть этот ерунда @sd0107 
neutral	#крым киевстар прекращать свой работа в крымувывеска уже снимаютсотрудник обучать пришелец из расти билайн 
positive	@megafonru да вчера в абонентский служба отключать спам-подписка что-то еще сделать и все зарабатывать  спасибо они за это спам одолевать 
positive	сотый раз спасибо мегафон за хороший интернет в метро 
neutral	@tolmachevaaa для проверка работа интернет-услуга мы понадобиться данные по пример: http://tco/etlqgm3mup ^ава #мтс 
negative	если у вы не работать ростелеком интернет то просто находить решение проблема в интернет чем звонить в тот поддержка 
negative	я бля мтсу спокойно жить не давать 
positive	@tvrain быть бы о чем переживатьуже в полный ход у мы российский мтс;) 
positive	@ru_mts спасибо все восстанавливаться 
negative	@dima_erykalov @hockey_bird она разбавлять сраный мегафон на рукав 
neutral	@rezvayakozochka написать о складываться ситуация наш коллега @megafondv_help 
neutral	крупный компания пока не планировать мигрировать с платформа microsoft windows xp #apple #мегафон 
neutral	@danilathomas быть возможность отправлять sim почта россия срок доставка от 3 до 10 день ^ава #мтс 
neutral	ротенберг становиться акционер ростелеком 
neutral	скачать опера мини от мтс http://tco/hczjiupuoh 
negative	@evadarik =&gt;пожалуйста извинение за этот неприятный ситуация  мы направлять вы sms как только завершать работа #билайн 
neutral	настройка модем мтс на планшет http://tco/wtscsyxmzh 
neutral	дер мегафон за предел домашний регион 99 руб за мегабайт 
negative	изначально мы договариваться с мегафон  а тут чехорд с закон о бесплатный входящий начинаться у он внутри бардак полный и он отказываться 
negative	beeline и ucell предупреждать о проблема со связь в день начало экзамен в узбекистан http://tco/bfmbvipmtk 
positive	теперь у я на дача быть пристойный интернет  ибо билайн да 
neutral	 @ht_mail_ru: мегафон отказываться от доллар сша http://tco/fjwung9hde 
negative	#новость beeline и ucell предупреждать о проблема со связь в день начало экзамен в узбекистан: вчера авгу http://tco/p1ju7fwkh3 
negative	#runews beeline и ucell предупреждать о проблема со связь в день начало экзамен в узбекистан: вчера авгус http://tco/il7pkklxtr 
negative	ну что потянуть интернет от мегафон какой-нить сопка в даль от столица пока глушняк #е5 
negative	#мтс писать что отправлять смс доставлять но адресат с нулевой баланс она не получать быть внимательный 
positive	@megafonkomipr очень лаконичный и интеллигентный подача задумка ясный - рассчитать на думать и читать человек я понравиться 
positive	как же я нравиться реклама билайн( про интернет на весь устройство)  -а я интернет  -все интернет 
positive	 @megafonru: главный площадь орел готовиться ко день город старый город жить на сверхскорость #megafon http://tco/p8hahzuyia 
neutral	#хабаровск : м ч познакомиться девушка 30 год мтс 89143125639 
negative	рассказывать потом о впечатление ) я тоже над покупка такой штука думать а то мтс - это жестоко) 
neutral	мегафон присваивать свой базовый станция имя двукратный олимпийский чемпионка анна богалия 
positive	#луганск частный сектор между горор и магдонбасс: мтс ловить периодически смс доходить телефон на 58 работать свет нет вода и газ быть 
negative	так как я работать в билайн позволять прокомментировать очень неприятный ситуация учитывать то что происходить ошибка при заполнение договор 
neutral	настройка интернет ростелеком нижний новгород http://tco/lnfbwszfkp 
positive	 @lasletarkeytai: смартфон megafon optima становиться еще доступный 
positive	вымпелком объявлять о старт строительство  крупный в россия центр поддержка клиент 
positive	 @tweewhores: любить мтс трафик 0а мочь сидеть в вк и тви  и фотка кидать иногда 
negative	@kartofeel че-то у мегафон вроде нету :( 
neutral	мегафон в твой формат 
neutral	цифровой телевидение билайн http://tco/scqwtnlfwe настройка 
neutral	теперь мтс http://tco/goydiioiik 
neutral	https://tco/jqfdkra2jz usb модем mts е1550 https://tco/pbmpxdj0yx 
neutral	@fin_bell киевстар принадлежать билайн он же вымпелком 
negative	#донецк снаряд залетать на подстанция который питать петровка текстильщик широкиймтс лежать электричество там вероятно долго не быть 
neutral	@borisich_glass на восток мтс а на запад киевстар 
neutral	@beeline_rus уже все налаживаться более менее 
neutral	еще немного честный лига и теле2 #честнаялига#теле2 #tele2 #job http://tco/pomdaflhbz 
negative	 @restset_inver19: оао мобильный телесистема не смочь договариваться с американский корпорация apple о прямой контракт на закупка смара 
neutral	@arinalinad пожалуйста давать мы знать если понадобиться наш помощь #билайн 
negative	@achgere здравствовать написать пожалуйста  почему решать мы покидать #билайн 
positive	мтс возвращаться в узбекистан после два год отсутствие компания удаваться вернуть изымать у она оборудование и частота 
negative	@beeline_rus сложно и нет желание 
positive	ростелеком подключать 100 тысяча корпоративный клиент в сибириростелеком подключать 100 тысяча бизнес-клиент к услуга интернет на терра 
neutral	@nothinglikeus22 да модем  билайн 
negative	и продолжать убеждаться сейчас когда заканчивать очередной твит я как идиот направлять телефон к небо потому что так мегафон ловить хорошо 
negative	 @vokabipoqux: http://tco/sr1scpvsfu на север столица происходить сбой связь в сеть вымпелком 
neutral	 @kolydka: мегафон сообщать что полностью выводить свой валютный резерв  - из евро - и доллар и переводить они в рубль - и гонконгский доллар 
neutral	настройка дир 615 к билайн http://tco/uuctvtsqu8 
negative	сумасшедший билайн http://tco/zgn0ojykio 
positive	чорт хотеть в билайн поработать 
negative	с сегодняшний день абонент мтс который вынуждать временно покидать свой дом в восточный регион украина и крым и нуждаться в пом 
negative	@oblivion_llfd @myfavoriteobli что за хуйня я еще в интеренет мочь в билайн третий с 6 начинаться или блять что 
negative	у я ростелеком провайдер вчера вечер с труд выходить хоть куда-то еле-еле грузиться страница а потом и вовсе весь замирать 
positive	думать нужно быть купиь себя второй симка мегафоновский 
negative	 @advakhova: гдевать файсук почему билайн е 
positive	нормально так у я в #щербинка на станция летать #lte megafon @ ж/д станция щербинка http://tco/syz5zogjmp 
neutral	мтс объединять школьник учитель и родитель на единый портал &amp;nbsp;один из &amp;nbsp;самый популярный оператор россия объявлять о создануть 
neutral	 @palnom6: теперь в список просматривать я сериал можно добавлять реклама билайн со светлаков и мтс с нагиев) 
negative	а вот казаться и блокировка пойти:а пора-валить давно забанить в россия у я нижегородский ростелеком и вместо страница с коммент 
neutral	 @elvirapvk: драйвер для мтс коннект скачать http://tco/t3f2wznmbw 
neutral	пошаговый инструкция распечатка звонок билайн http://tco/n0flzr1gf5 #распечатка 
positive	как мтс билайн и мегафон защищать от мобильный мошенник секрет 
negative	билайн ты надоедать :( у я экзамен завтра сжалиться а # 
positive	билайн обожать ты у я премиум в до завтра 
neutral	 @tiprepist: #скачать игра лего звездный война на мтс 970 http://tco/lmjeb3nczr 
negative	# весь день нет сеть ужас мтс я подводить идти завтра менять симка 
negative	@artroman ты почему билайн изменять) 
neutral	tele2 отчитываться о проделывать работа социальный направленность москва – tele2 россия альтернативный оператор мобильный связь выпускать п 
negative	все против я(( завтра опять поехать в билайн из-за этот интернет 
neutral	@birth_and_death если на мтс полагать деньги тело 2 в москва нет 
positive	искренне благодарить уруй айаал от лицо весь наш медиагруппа и дружественный оао ростелеком за http://tco/eywbnbn383 
positive	в крым мобильный украинский связь (киевстар лайф мтс) работать хорошо не верить вбросы рф сми я быть в крым 2 неделя все ока 
neutral	как подключать модем скайлинк https://tco/nfssmyr7bv 
neutral	 @hunter_jonson: настройка подключение модем мтс http://tco/to4qguruee 
neutral	инструкция смартфон мтс 970 http://tco/l4kizcyxcf #инструкция 
neutral	друг а у вы на мтс 3g в красный поляна как работать 
neutral	друг у кто быть ненужный номер мтс - погонять на месяц одалживать 
negative	чот сеть билайн тупить 
negative	во вторник из крым пропадать мтс 
positive	ростелеком задействовать в ереван цепь со скорость в 40 гб/с 
